UUID, Name, Latitude, Longitude
4a2d002b-96ec-49a0-b66e-fee11d4dbeed, PGA & PROSPERITY FARMS RD, 26.844693433436262, -80.07216118193995
b59dad6a-ce15-4e4a-b59d-e05d996f2f94, INDIANTOWN RD & CENTER ST, 26.93432989464283, -80.1272350192725
c4c2c047-3cf0-4d26-8e24-fb91227942b9, Northlake Blvd & Beeline Hwy, 26.810189242956206, -80.15269578101592
72f38590-81c3-4738-8bb0-edfd713122f9, Beeline Hwy & Jog Rd, 26.79970210529512, -80.13715693312133
5e6679ba-c4ea-43af-ae4f-aad131dbfb82, Beeline Hwy & Blue Heron Blvd, 26.783894184717624, -80.11327846350933
27a42646-1b25-46f8-aa44-5758e12197f1, Blue Heron Blvd & Military Trail, 26.783548435293437, -80.10726575330374
5c9a43cf-89e4-4834-814f-6d42204140a3, Beeline Hwy & Military Trail, 26.779821638906814, -80.10744345584914
ca78f9ba-ae36-4be3-b279-bcdae4835386, Beeline Hwy & Haverhill Rd., 26.7876840671029, -80.11933720421774
023c6a93-9314-4857-b0dd-bd2283f77970, HOOD ROAD & CENTRAL BLVD, 26.86456270629339, -80.10921098012103
0bfaa3ca-9fae-4771-8a1d-431772e9b2c5, HOOD ROAD & MILITARY TRAIL, 26.86441315552358, -80.10421218306848
4f6da4aa-c47e-4c9e-b10d-5bafff866985, HOOD ROAD & ALT-A1A, 26.86410262693625, -80.09583841084444
ed5d2337-dc6c-425c-8697-38759c9c634a, Northlake Blvd and Ancient Tree, 26.812189637425845, -80.22186484957484
bc071b15-9979-4503-9343-34df29b7315d, 45TH ST & CONGRESS AVE, 26.758906015035617, -80.08639342393738
03e1864d-609c-4429-8951-8755a88f7da4, Northlake Blvd and Avenir, 26.81239900574905, -80.2287330898433
f6bf5648-fd85-4f04-a0f2-845883d0d5e4, Northlake Blvd and Shops of IBIS, 26.81153974073382, -80.19882435117924
c3f61606-c6fe-4729-8bb4-bb7a2007b58f, Northlake Blvd and Coconut, 26.811947066042745, -80.23750269894451
e3afb81c-ae36-4b77-a41f-9946d9db90a6, Forest Hill Blvd and Lyons Rd, 26.650839961855716, -80.18182451698485
36eaeba9-4cf2-4c15-8c31-a3b2046660a9, PGA Blvd and US 1, 26.844126443564953, -80.06127561226475
16db8f14-9637-494b-ba50-2d23b8a1ae4a, Seminole Pratt & Orange Blvd, 26.778780763820535, -80.29469863665838
80712a71-00d4-4684-9890-9f2c5210de98, Orange Blvd and Coconut, 26.780408627763, -80.2380317344053
3346e7b7-a8eb-4e3b-8a84-b1f88f97706f, BEACH RD & US1, 42.84174689968149, -70.8603615787012
410eb6e8-043a-41eb-947d-fdcf091b15e9, CENTER STREET/ALT A1A, 26.9414256331524, -80.0933506445417
749e4e2a-cc58-4e74-a610-643471383fe9, DONALD ROSS & MILITARY TR, 26.88296897774868, -80.10358575064073
5f0661f8-a60f-4f0b-acca-c34ec7930777, DONALD ROSS RD & ALT A1A, 26.882814416033742, -80.09523152874459
cbebb86b-eba3-4f1e-bdfd-6e8de0f04098, DONALD ROSS/I-95, 26.883229395385058, -80.12707869760716
43e02474-5bd8-472f-afc6-800598dd8254, INDIANTOWN & CENTRAL BLVD, 26.934531485136503, -80.13415487484207
47b7eeb1-e8ce-47d0-badf-e3fede4c2827, INDIANTOWN & CHASEWOOD, 26.934555530895565, -80.13135438575644
6988fe99-b009-4fd9-a460-926072dd3206, INDIANTOWN & COMMERCE WAY, 26.934212513483192, -80.11970381282073
5c877973-a774-4d2d-84d1-6244ee7c7cc1, INDIANTOWN & DELAWARE BLVD, 26.93416122196157, -80.11804687509897
0ebb8bef-793c-4819-a828-6c993171cee2, INDIANTOWN & MILITARY TRL, 26.93404096300186, -80.1017745756773
3d690dbc-5b37-4496-abf9-333c8f975345, INDIANTOWN & OKLAWAHA, 26.93402835316355, -80.1153751580954
0e63dcaf-c289-48c4-bbb7-fea443e0aa42, INDIANTOWN & ORANGE, 26.93408812025681, -80.09598739609588
2121a599-7180-4c3f-afd1-4e93b0b2ab52, INDIANTOWN & PHILADELPHIA DR, 26.934060438983824, -80.10450233496691
7abccdc0-17d3-4989-ab89-59f1b77676d7, INDIANTOWN/ISLAND WAY, 26.93438646898657, -80.13967915222257
090aae7b-1855-4e39-9a50-3b64149a0974, INDIANTOWN/JOHNATHANS LANDING, 26.934140336437178, -80.09233597989098
1e52af9a-fd79-4526-8dd1-a9e6f0f3c187, INDIANTOWN/TURNPIKE, 26.934841274770065, -80.15376241534466
9fa4bb22-c7c1-44b0-9ebb-10600f714e5d, INDIANTOWN/US1, 26.933921320568196, -80.08082836687991
8a47f016-d27c-4a9c-973c-96bd7bffddb5, NORTHLAKE BL & CONGRESS AVE, 26.808369806058128, -80.08373586689856
3b173c88-4b2d-49a9-86ba-e75ee107443e, NORTHLAKE BLVD & MILITARY TRL, 26.80905505744765, -80.1063884848441
a5e3485e-02c7-4ab2-99f3-09d05094fa2e, PGA BLVD & GARDENS MALL, 26.845043640128132, -80.08581067427605
fca84c56-0457-4308-ab72-f0e479a77300, RIVERSIDE & ALT A1A, 26.94963718461615, -80.08828692421483
591f1e04-67d5-40a6-9f77-d12630e4e0bf, BOYNTON BEACH BLVD & TURNPIKE WEST, 26.52807410721054, -80.17262162999667
07f97844-8110-4fd1-8c61-578bfc278d36, BOYNTON BEACH BLVD & LYONS RD, 26.527957189148243, -80.18863720571427
c90616ce-efb2-4066-bbbf-b29ac3610033, Boynton Beach Blvd & Hagen Ranch Rd, 26.528173141210353, -80.16392599101448
c4409ce1-c22e-4e4b-8205-d0da82b33165, Boynton Beach Blvd & Jog Rd, 26.52833516169519, -80.14726470646822
9c082cbf-c3d0-41ef-b17e-d6be513fa618, Woolbright Rd & Federal Hwy, 26.514563784645674, -80.05899644904068
080caf41-2ebd-41e9-890c-3537091596bc, Atlantic Ave & Jog Rd, 26.453819690780342, -80.14712016163206
17709d52-4d93-4eef-b8f9-6bbeb039e5a6, BOYNTON BCH MALL E & CONGRESS AV, 26.5356845172526, -80.09066307377525
36a16be3-ac74-4111-a3a4-e32a3dd4b66e, BOYNTON BEACH BLVD & FEDERAL HWY, 26.528901126329682, -80.05815265059282
7f44e1ec-8d80-43fb-93a7-4b4f86f0c3a6, BOYNTON BEACH BLVD & I-95, 26.52894883426755, -80.07312779166116
87b186ff-2d58-4301-aad8-5256ca58a45a, BOYNTON BEACH BLVD & SR 7, 26.52778898295962, -80.20540466664096
e918dfb7-017b-4029-96da-e9a82d85c33c, GATEWAY BLVD & CONGRESS AV, 26.54660371155604, -80.09063836201521
01325789-4c28-45ce-9f56-ca695eac9073, GATEWAY BLVD & MILITARY TRAIL, 26.54612514381402, -80.12280939807046
c5a212fb-1ae8-4771-994d-d472ed77d856, GLADES RD & SR 7, 26.36782286036516, -80.2035159377093
47baf9bd-8a0c-406b-9143-116f10c58045, HYPOLUXO RD & CONGRESS AV, 26.572172891021776, -80.08969979501536
bcfa23f4-db91-42ed-b947-2c5700e5d7d2, LAKE IDA & JOG RD, 26.46912110151836, -80.14704619814084
3d8726b3-fe6a-4821-a2b3-a47ea1af03cb, LAKE IDA RD & HAGEN RANCH RD, 26.468941655984842, -80.16316449213335
289e08a9-48bc-4249-a229-1916e0a0c313, LINTON BL & CONGRESS AV, 26.43945869717716, -80.09243873372468
182559ee-f3c2-4ad5-84a3-2b53806692c5, LINTON BL & FEDERAL HWY, 26.43977672630283, -80.0712205734745
98a23d81-894a-4389-b69e-058ed5bafa56, LINTON BL & MILITARY TRAIL, 26.439327798180702, -80.12219990689823
c056947f-2b5d-4f30-9b2c-c61c5624ab35, WOOLBRIGHT RD & CONGRESS AV, 26.5132068374196, -80.09020938915623
df64a302-5254-45be-9e1c-34159407db26, WOOLBRIGHT RD & JOG RD, 26.51299596205557, -80.14733681940754
4df6f5f2-7697-4f7b-9684-769e1820ef3f, WOOLBRIGHT RD & MILITARY TRAIL, 26.511788365029133, -80.12320381147842
261b6a43-3c60-4d34-ae45-4cd4fc26487c, 18TH ST & LYONS, 26.331330715872284, -80.18759715465075
54bf9164-a4de-4160-9697-6391b38e200a, BOYNTON BEACH BLVD & TURNPIKE EAST, 26.5280656012368, -80.17262667975388
dcf909c1-c4ce-4bbf-bf6d-69dabfe278ca, SOUTHERN BLVD & 103 AVE N, 26.680658495577468, -80.21317337299732
0d529243-b94c-4a4d-900d-436c36ddd572, Fl Turnpike & N Jog Ext., 26.701167560723473, -80.14736331486695
967c4f2b-bd68-4f37-8259-9c93b30d6eb2, Florida Turnpike & Jog Road Ramp, 26.701472415596122, -80.14818417302334
a9b0a668-844d-46a3-8330-1a67b9bffa7b, Okeechobee Blvd & Fl Turnpike, 26.707697606748358, -80.14117302267604
4421b5cc-296f-4511-8467-47e3bc276695, BELVEDERE RD & SANSBURYS WAY, 26.69172182502075, -80.18429690824591
2d599c30-35ed-490e-b671-89ed0d204928, BELVEDERE RD & SR 7, 26.69158872021914, -80.20164953216397
e96baf5c-eaf3-44fc-9be4-2ee09123f25d, OKEECHOBEE BLVD & ROYAL PALM BEACH BLVD, 26.70626119420222, -80.22922332049518
badc7252-5eaa-4e71-b7a7-a3d388867abc, OKEECHOBEE BLVD & SR 7, 26.709299634707467, -80.2008827128032
542fe6e9-7ba0-450c-b858-1dd7ba245f39, OKEECHOBEE BLVD & BENOIST FARMS, 26.70848780778093, -80.1701191740471
9146d62f-5bfe-410a-89f8-d037d600f686, OKEECHOBEE BLVD & SEMINOLE PRATT, 26.707048358489757, -80.30899143574203
9364d19a-1d03-4c8a-9885-831c69439926, SOUTHERN BLVD & BENOIST FARMS RD, 26.679564804803817, -80.1742399465863
732b380e-11cf-4879-a76b-3413220a5551, SOUTHERN BLVD & CLEARY RD, 26.67913070195217, -80.1574634461472
02d37db9-8b1f-40cc-a331-0725eb440098, SOUTHERN BLVD & FAIRGROUNDS RD, 26.680203371284094, -80.19190835853058
7f8c52cf-af75-4531-b9bb-f102abf2ca82, SOUTHERN BLVD & FL TURNPIKE, 26.67929466381418, -80.16638178028245
3a0f63a7-193f-4d03-b7bb-3fa1e94344dc, SOUTHERN BLVD & ROYAL PALM BEACH BL NWC, 26.681408939687387, -80.23031663084367
74bef6c4-02b3-41c5-ab76-cc93becd4bbb, SOUTHERN BLVD & ROYAL PALM BEACH BL SEC, 26.681048642219018, -80.2300733343813
2cb4df63-b95b-42be-961b-d806ba6e8df4, SOUTHERN BLVD & SANSBURYS/LYONS RD, 26.679925032178364, -80.18421729186666
21ebf333-44d6-44bd-b6d4-4c142d98c458, SOUTHERN BLVD & SR7 NWC, 26.63607859779427, -80.2043157939674
0d26fcac-0980-4da5-820c-3bb3bc381ccd, SOUTHERN BLVD & SR7 SW, 26.635841470553615, -80.20389506221282
